

tricontour_smooth_user.py,18,function_z,"(x, y)",
demo_axes_rgb.py,48,demo_rgb2,(),
text.py,66,_get_textbox,"(text, renderer)","Calculate the bounding box of the text. Unlike :meth:`matplotlib.text.Text.get_extents` method, The bbox size of the text before the rotation is calculated.


"
axes_grid1.py,15,_tick_only,"(ax, bottom_on, left_on)",


backend_wxagg.py,58,_convert_agg_to_wx_bitmap,"(agg, bbox)","Convert the region of the agg buffer bounded by bbox to a wx.Bitmap.  If bbox is None, the entire buffer is converted. Note: agg must be a backend_agg.RendererAgg instance.


"
donut.py,23,make_circle,(r),
affine_image.py,31,do_plot,"(ax, Z, transform)",
demo_floating_axes.py,88,setup_axes3,"(fig, rect)","Sometimes, things like axis_direction need to be adjusted.


"





docstring.py,77,dedent_interpd,(func),"Dedent *func*'s docstring, then interpolate it with ``interpd``.


"



